-3.50389e-08;1.45477e-08;2.1346e-08
-1.24478e-08;7.57782e-08;-5.0764e-08
1.18366e-07;-5.56794e-08;-1.0699e-06
5.17828e-08;1.0173e-07;3.00046e-07
-7.48113e-08;-6.99725e-08;-4.09248e-07
-2.23675e-08;2.25507e-08;1.39691e-09
5.11852e-08;-1.78489e-07;3.65288e-07
6.13915e-09;-5.84145e-09;-3.11828e-08
-3.68948e-08;8.11017e-08;-1.92477e-07
-2.6427e-08;2.86851e-08;1.26674e-07
-4.80011e-09;6.4058e-08;-8.18899e-08
-2.23264e-08;1.58379e-09;-1.41248e-07
4.51603e-08;1.56674e-07;-8.28469e-07
2.26538e-07;-1.23231e-06;-1.30701e-06
-8.65382e-09;1.74069e-07;-1.54515e-08
8.03885e-08;-4.41219e-09;3.90963e-08
2.40703e-08;7.74037e-08;-8.21596e-09
-2.98222e-08;1.05329e-08;-1.83141e-07
9.69929e-13;3.91117e-08;4.46801e-10
1.06503e-08;4.06816e-08;-8.0341e-09
-1.14402e-08;7.99494e-08;1.70358e-08
8.1912e-08;1.40016e-07;3.70787e-07
-3.64627e-09;-4.94229e-09;1.76904e-08
-1.36651e-07;4.98215e-07;-4.0711e-07
5.61412e-09;-1.46897e-08;-4.21663e-09
1.38637e-08;-3.9486e-09;9.69796e-09
7.0783e-09;2.46782e-09;1.57116e-08
-3.43229e-08;7.5822e-08;-1.87691e-08
-2.93055e-10;2.31226e-07;-9.98841e-08
7.39051e-09;7.46433e-08;-1.73159e-08
1.97113e-08;2.0747e-07;1.48782e-07
7.04795e-10;7.30113e-08;-3.48035e-08
-8.87944e-09;-4.31838e-10;1.41357e-08
-2.04198e-08;1.25338e-07;-1.0647e-07
2.37739e-09;-6.26647e-09;2.40545e-08
-2.33013e-08;2.27683e-08;-6.2232e-08
-2.59915e-08;1.24372e-08;-1.28728e-07
-2.3497e-08;1.6382e-07;-8.43844e-08
2.2221e-11;1.54051e-09;7.62935e-09
1.07187e-08;4.69505e-08;-8.88065e-08
-1.23522e-09;1.72973e-08;2.54999e-08
-2.55514e-08;7.68899e-08;-3.57473e-08
-6.22102e-09;6.60868e-08;-2.70566e-08
1.98938e-08;5.15943e-08;-4.46009e-08
7.12436e-09;5.89827e-10;1.63321e-08
0;0;0
-2.7988e-08;2.15641e-08;-7.14843e-08
1.11687e-08;2.90063e-08;-2.55812e-08
-7.10204e-09;6.95583e-08;-4.15635e-08
1.67206e-08;3.04747e-08;-1.52223e-08
-1.38985e-08;4.16139e-09;1.76926e-08
2.61819e-10;-8.79962e-09;2.8361e-08
8.07976e-08;5.61127e-08;-9.5562e-08
-1.7553e-08;4.24467e-08;1.83124e-08
-9.60994e-10;-7.79393e-09;2.23939e-08
2.59621e-08;-2.06957e-07;6.88282e-08
-2.99954e-08;6.59013e-08;-2.79482e-08
1.15835e-08;3.34847e-08;-1.58726e-08
2.46486e-08;-2.66869e-08;4.59603e-08
-3.29414e-08;1.83018e-08;1.43237e-08
1.34415e-08;-7.50004e-09;-2.84877e-08
1.71906e-08;-7.36409e-08;-3.36115e-08
1.28792e-08;-4.01776e-09;2.43941e-09
5.79712e-10;2.73843e-10;1.56313e-09
5.37514e-09;-3.31577e-09;-1.34068e-08
-5.40348e-09;5.75101e-09;2.15981e-08
3.04101e-09;-2.94303e-09;3.16979e-08
-1.93939e-08;2.27237e-08;8.09899e-09
1.12212e-08;6.31028e-10;-5.29191e-08
-4.70883e-09;8.44272e-08;-4.73166e-08
-1.1233e-08;1.75631e-08;1.74624e-09
3.41766e-09;-1.50393e-08;-3.21629e-09
6.51393e-11;-6.72036e-09;1.1297e-08
8.02685e-09;-1.43375e-08;-8.42072e-10
-5.03284e-09;3.51057e-10;1.99258e-08
-2.91264e-08;1.05875e-08;-1.13931e-08
-1.5696e-09;6.27755e-10;5.77868e-09
3.07369e-09;-1.24214e-08;-3.91546e-10
4.81989e-09;-1.06729e-08;9.66732e-09
-4.06291e-09;3.15905e-10;2.65242e-08
9.03337e-09;-1.92579e-08;2.53391e-09
1.09585e-08;-1.28007e-08;8.55463e-09
-3.92597e-10;-4.98121e-09;1.71618e-08
-3.55172e-10;-2.44781e-09;5.63705e-09
-6.06635e-08;1.99289e-07;2.89363e-09
0;0;0
0;0;0
0;0;0
3.33009e-09;-2.12942e-09;5.55563e-09
2.83936e-09;-1.28007e-08;5.9834e-09
