Contagem,Nome,Extremidade X,Extremidade Y,Inicial X,Inicial Y,Cor
1,Linha,92.0058,121.0437,92.2571,93.1555,255,255,255
1,Linha,92.2571,93.1555,90.2895,91.4692,255,255,255
1,Linha,89.9657,122.2615,92.0058,121.0437,255,255,255
1,Linha,29.6422,120.9518,31.6788,122.1755,255,255,255
1,Linha,31.6788,122.1755,89.9657,122.2615,255,255,255
1,Linha,90.2895,91.4692,68.7024,86.4183,255,255,255
1,Linha,122.2399,7.1302,122.2399,0.0000,255,255,255
1,Linha,122.2399,0.0000,0.0000,0.0000,255,255,255
1,Linha,68.0164,19.6487,122.2399,7.1302,255,255,255
1,Linha,68.7024,86.4183,67.3392,53.7271,255,255,255
1,Linha,67.3392,53.7271,68.0164,19.6487,255,255,255
1,Linha,44.7011,97.3533,42.0777,110.7012,205,32,39
1,Linha,0.0000,0.0000,0.0000,6.8197,255,255,255
1,Linha,71.6506,95.4465,44.7011,97.3533,205,32,39
1,Linha,42.0777,110.7012,79.0439,109.2710,205,32,39
1,Linha,79.0439,109.2710,71.6506,95.4465,205,32,39
1,Linha,0.0000,6.8197,53.9302,19.6060,255,255,255
1,Linha,31.4457,91.3824,29.4732,93.0629,255,255,255
1,Linha,29.4732,93.0629,29.6422,120.9518,255,255,255
1,Linha,53.0476,86.3952,31.4457,91.3824,255,255,255
1,Linha,53.9302,19.6060,54.5072,53.7082,255,255,255
1,Linha,54.5072,53.7082,53.0476,86.3952,255,255,255
